esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah)
1797414,24/6/2015 16:42,48.8,336.4,-22.5,3.747,3.722,36,34,22.05,66.28
2458241,25/6/2015 16:07,48.8,336.4,-22.5,3.747,3.723,36,34,22.07,66.35
8836643,6/7/2015 20:14,48.8,336.4,-22.5,3.747,3.723,36,34,22.08,66.39
4498101,8/7/2015 19:20,48.8,336.4,-22.5,3.747,3.723,36,34,22.1,66.43999
9043357,13/7/2015 18:20,48.8,336.4,-22.5,3.748,3.723,36,34,22.12,66.49
6920453,15/7/2015 15:40,48.8,336.6,-22.5,3.747,3.723,36,34,22.13,66.54
7063831,16/7/2015 15:52,48.8,336.6,-22.5,3.748,3.724,36,34,22.15,66.59
5142750,17/7/2015 15:38,48.8,336.6,-22.5,3.748,3.724,36,34,22.17,66.64
4248896,20/7/2015 15:18,48.8,336.6,-22.5,3.749,3.724,36,34,22.19,66.71
5029552,21/7/2015 15:38,49.2,336.6,-22.5,3.75,3.725,36,34,22.2,66.76
4151352,22/7/2015 15:29,49.2,336.6,-22.5,3.749,3.725,36,34,22.23,66.81
3643530,24/7/2015 15:28,49.2,336.6,-22.5,3.75,3.725,36,34,22.25,66.88
8043707,28/7/2015 19:52,49.2,336.8,-22.5,3.751,3.725,36,34,22.26,66.93
3487896,29/7/2015 14:53,49.2,336.8,-22.5,3.751,3.725,36,34,22.28,66.98
1148980,29/7/2015 20:34,49.2,336.8,-22.5,3.751,3.726,36,34,22.3,67.03
6799802,30/7/2015 15:57,49.2,336.9,-22.5,3.752,3.725,36,34,22.32,67.1
2500257,31/7/2015 14:52,49.2,336.9,-22.5,3.752,3.726,36,34,22.33,67.15
7771167,3/8/2015 15:34,49.2,336.9,-22.5,3.752,3.726,36,34,22.35,67.18999
9543932,3/8/2015 19:58,49.2,336.9,-22.5,3.753,3.727,36,34,22.37,67.24
9851741,4/8/2015 20:31,49.6,337.1,-22.5,3.752,3.727,36,34,22.38,67.29
4852971,5/8/2015 15:35,49.6,336.9,-22.5,3.753,3.727,36,34,22.41,67.36
6431779,6/8/2015 15:47,49.6,337.1,-22.5,3.753,3.727,36,34,22.42,67.41
7870286,7/8/2015 15:02,49.6,337.1,-22.5,3.754,3.728,36,34,22.44,67.46
3934620,11/8/2015 17:35,49.6,337.1,-22.5,3.755,3.728,36,34,22.46,67.51
6946940,14/8/2015 18:47,49.6,337.1,-22.5,3.755,3.728,36,34,22.48,67.58
2850132,14/8/2015 20:36,49.6,337.2,-22.5,3.756,3.729,36,34,22.49,67.63
1800956,17/8/2015 21:03,49.6,337.2,-22.5,3.756,3.728,36,34,22.51,67.68
5134843,18/8/2015 15:24,49.6,337.2,-22.5,3.755,3.729,36,34,22.53,67.72
1371649,19/8/2015 15:37,49.6,337.2,-22.5,3.756,3.729,36,34,22.55,67.79
2743739,26/8/2015 19:37,50,337.2,-22.5,3.756,3.729,36,34,22.56,67.82
9558899,3/9/2015 20:30,50,337.4,-22.5,3.757,3.73,36,34,22.59,67.9
4518580,4/9/2015 19:34,50,337.2,-22.5,3.757,3.729,36,34,22.6,67.95
5473938,8/9/2015 16:52,50,337.4,-22.5,3.758,3.729,36,34,22.62,68.01
8465242,9/9/2015 16:08,50,337.4,-22.5,3.758,3.73,36,34,22.64,68.06
5467486,11/9/2015 20:09,50,337.4,-22.5,3.758,3.731,36,34,22.66,68.11
3314093,15/9/2015 20:24,50,337.4,-22.5,3.759,3.731,36,34,22.67,68.16
2013313,21/9/2015 15:55,50,337.5,-22.5,3.759,3.731,36,34,22.69,68.21
3493741,21/9/2015 22:28,50,337.5,-22.5,3.759,3.732,36,34,22.71,68.28
2175508,23/9/2015 15:35,50,337.5,-22.5,3.76,3.732,36,34,22.73,68.33
9747169,23/9/2015 19:50,50.4,337.5,-22.5,3.76,3.733,36,34,22.74,68.38
3906854,28/9/2015 14:55,50.4,337.7,-22.5,3.76,3.733,36,34,22.76,68.43
3628825,28/9/2015 21:23,50.4,337.7,-22.5,3.761,3.733,36,34,22.77,68.48
6002878,9/3/2015 4:45,50.4,337.7,-22.5,3.761,3.733,36,34,22.8,68.54
3627380,13/4/2015 3:26,50.4,337.7,-22.5,3.761,3.733,36,34,22.82,68.59
2345110,17/4/2015 20:01,50.4,337.8,-22.5,3.762,3.733,36,34,22.84,68.66
8530317,24/4/2015 23:53,50.4,337.8,-22.5,3.762,3.734,36,34,22.85,68.71
2105829,26/4/2015 19:35,50.4,337.8,-22.5,3.763,3.733,36,34,22.87,68.76
3007055,2/5/2015 1:34,50.4,337.8,-22.5,3.763,3.735,36,34,22.89,68.81
5766631,8/5/2015 19:49,50.4,337.8,-22.5,3.764,3.734,36,34,22.91,68.87
7091950,10/5/2015 8:57,50.8,338,-22.5,3.764,3.735,36,34,22.92,68.92
9403374,13/5/2015 20:14,50.8,338,-22.5,3.764,3.735,36,34,22.94,68.97
3164433,16/5/2015 20:38,50.8,338,-22.5,3.765,3.735,36,34,22.96,69.02
5533528,26/5/2015 22:59,50.8,338,-22.5,3.765,3.736,36,34,22.97,69.07
9025610,29/5/2015 20:54,50.8,338,-22.5,3.766,3.735,36,34,23,69.14
8351543,4/6/2015 20:25,50.8,338.2,-22.5,3.766,3.737,36,34,23.02,69.18999
6373087,6/6/2015 8:33,50.8,338.2,-22.5,3.766,3.737,36,34,23.03,69.24
2237194,9/6/2015 2:29,50.8,338.2,-22.5,3.767,3.737,36,34,23.05,69.29
3241295,11/6/2015 19:58,50.8,338.2,-22.5,3.766,3.737,36,34,23.07,69.35
9443480,5/7/2015 6:45,50.8,338.2,-22.5,3.767,3.738,36,34,23.09,69.4
7014331,5/7/2015 22:28,51.2,338.3,-22.5,3.767,3.738,36,34,23.1,69.46
2985212,7/7/2015 19:51,51.2,338.3,-22.5,3.768,3.738,36,34,23.12,69.51
4519586,10/7/2015 17:47,51.2,338.3,-22.5,3.768,3.738,36,34,23.14,69.57
6746115,11/7/2015 6:29,51.2,338.5,-22.5,3.769,3.739,36,34,23.16,69.62
3945976,14/7/2015 15:33,51.2,338.5,-22.5,3.768,3.739,36,34,23.17,69.67
3384224,16/7/2015 20:38,51.2,338.5,-22.5,3.769,3.739,36,34,23.2,69.74
8987344,20/7/2015 21:07,51.2,338.5,-22.5,3.77,3.74,36,34,23.21,69.79
7280874,21/7/2015 17:06,51.2,338.6,-22.5,3.769,3.74,36,34,23.23,69.84
8920343,27/7/2015 7:32,51.2,338.6,-22.5,3.77,3.74,36,34,23.25,69.89
5658049,29/7/2015 21:56,51.2,338.6,-22.5,3.771,3.74,36,34,23.26,69.93999
8601621,31/7/2015 21:04,51.6,338.6,-22.5,3.771,3.741,36,34,23.28,69.99
3738844,1/8/2015 9:00,51.6,338.6,-22.5,3.772,3.741,36,34,23.3,70.05
5172247,5/8/2015 15:27,51.6,338.8,-22.5,3.771,3.742,36,34,23.32,70.1
6410992,9/8/2015 6:35,51.6,338.8,-22.5,3.772,3.742,36,34,23.33,70.15
3798253,12/8/2015 22:33,51.6,338.8,-22.5,3.773,3.743,36,34,23.35,70.2
4718933,14/8/2015 19:12,51.6,338.8,-22.5,3.773,3.742,36,34,23.38,70.27
5991072,16/8/2015 2:24,51.6,338.8,-22.5,3.774,3.743,36,34,23.39,70.32
1282283,20/8/2015 16:22,51.6,338.8,-22.5,3.774,3.743,36,34,23.4,70.37
5533488,21/8/2015 22:02,51.6,338.9,-22.5,3.774,3.744,36,34,23.42,70.42
2124425,23/8/2015 4:58,51.6,338.9,-22.5,3.774,3.743,36,34,23.44,70.47
9130727,25/8/2015 15:39,52,338.9,-22.5,3.775,3.744,36,34,23.46,70.53
6900922,28/8/2015 21:44,52,339.1,-22.5,3.776,3.744,36,34,23.48,70.58
8020746,30/8/2015 5:43,52,339.1,-22.5,3.775,3.745,36,34,23.49,70.63
5240328,2/9/2015 1:30,52,339.1,-22.5,3.776,3.745,36,34,23.51,70.68
2682332,2/9/2015 17:38,52,339.1,-22.5,3.776,3.745,36,34,23.53,70.73
9676846,4/9/2015 21:54,52,339.1,-22.5,3.776,3.746,36,34,23.55,70.8
2473111,9/9/2015 18:28,52,339.3,-22.5,3.777,3.747,36,34,23.56,70.85
1188651,11/9/2015 21:41,52,339.3,-22.5,3.777,3.747,36,34,23.58,70.9
7635846,12/9/2015 19:56,52,339.3,-22.5,3.778,3.747,36,34,23.61,70.96
7088986,15/9/2015 16:58,52,339.3,-22.5,3.778,3.747,36,34,23.62,71.01
3818216,18/9/2015 22:55,52,339.3,-22.5,3.779,3.747,36,34,23.63,71.07
7302059,20/9/2015 6:13,52.4,339.4,-22.5,3.78,3.749,36,34,23.66,71.12
4502998,23/9/2015 19:43,52.4,339.4,-22.5,3.779,3.749,36,34,23.67,71.17
1785859,25/9/2015 19:10,52.4,339.4,-22.5,3.78,3.749,36,34,23.69,71.22
4254473,27/9/2015 3:03,52.4,339.4,-22.5,3.78,3.749,36,34,23.71,71.28
4473237,30/9/2015 20:42,52.4,339.6,-22.5,3.781,3.751,36,34,23.73,71.33
4926737,3/10/2015 11:25,52.4,339.6,-22.5,3.781,3.75,36,34,23.74,71.38
5523637,28/1/2015 23:27,52.4,339.6,-22.5,3.781,3.751,36,34,23.76,71.43
3652619,3/6/2015 22:40,52.4,339.6,-22.5,3.782,3.751,36,34,23.78,71.48
7558702,5/8/2015 20:24,52.4,339.6,-22.5,3.782,3.751,36,34,23.8,71.55
6757331,2/9/2015 19:12,52.4,339.7,-22.5,3.782,3.751,36,34,23.81,71.6
7097415,10/9/2015 16:10,52.8,339.7,-22.5,3.782,3.752,36,34,23.83,71.65
5652471,11/9/2015 19:59,52.8,339.7,-22.5,3.783,3.752,36,34,23.85,71.7
8716731,28/9/2015 21:19,52.8,339.7,-22.5,3.784,3.753,36,34,23.87,71.76
3391396,29/9/2015 17:08,52.8,339.7,-22.5,3.783,3.754,36,34,23.89,71.81
3679640,29/9/2015 21:18,52.8,339.9,-22.5,3.784,3.753,36,34,23.9,71.86
4496022,30/9/2015 18:08,52.8,339.9,-22.5,3.784,3.753,36,34,23.92,71.91
9979636,1/10/2015 16:25,52.8,339.9,-22.5,3.784,3.754,36,34,23.94,71.96
7654906,1/10/2015 20:34,52.8,339.9,-22.5,3.785,3.754,36,34,23.96,72.03
4563263,27/1/2015 19:38,52.8,339.9,-22.5,3.785,3.754,36,34,23.97,72.08
6423366,29/1/2015 18:57,52.8,339.9,-22.5,3.785,3.755,36,34,23.99,72.13
4309791,12/2/2015 20:58,53.2,339.9,-22.5,3.785,3.756,36,34,24.02,72.2
2953411,16/2/2015 21:03,53.2,340,-22.5,3.786,3.757,36,34,24.03,72.24
7377023,17/2/2015 21:19,53.2,340,-22.5,3.786,3.756,36,34,24.04,72.29
7575781,4/3/2015 21:32,53.2,340,-22.5,3.787,3.757,37,34,24.07,72.34
5990347,9/3/2015 15:59,53.2,340.2,-22.5,3.787,3.757,36,34,24.08,72.39
8423405,10/3/2015 18:37,53.2,340,-22.5,3.787,3.758,36,34,24.09,72.45
8629284,13/3/2015 19:37,53.2,340.2,-22.5,3.787,3.758,37,34,24.12,72.51
5091921,2/4/2015 17:58,53.2,340.2,-22.5,3.788,3.758,36,34,24.14,72.56
1370205,17/4/2015 19:35,53.2,340.3,-22.5,3.788,3.758,37,34,24.15,72.61
4324972,11/5/2015 18:33,53.2,340.2,-22.5,3.788,3.759,37,34,24.17,72.66
8494503,21/5/2015 19:39,53.6,340.3,-22.5,3.788,3.76,37,34,24.19,72.73
2988470,27/5/2015 20:14,53.6,340.3,-22.5,3.789,3.76,37,34,24.21,72.78
6167497,12/6/2015 18:32,53.6,340.3,-22.5,3.789,3.76,37,34,24.22,72.83
9144008,20/7/2015 20:11,53.6,340.3,-22.5,3.79,3.76,37,34,24.24,72.88
1259418,24/7/2015 18:25,53.6,340.3,-22.5,3.791,3.762,37,34,24.26,72.93
5650127,27/8/2015 20:13,53.6,340.3,-22.5,3.791,3.762,37,34,24.27,72.98
4452828,23/9/2015 20:31,53.6,340.5,-22.5,3.79,3.762,37,34,24.3,73.04
5961736,13/2/2015 21:49,53.6,340.5,-22.5,3.791,3.762,37,34,24.31,73.09
5462506,18/2/2015 21:38,53.6,340.5,-22.5,3.791,3.762,37,34,24.33,73.14
2839306,23/2/2015 17:52,53.6,340.5,-22.5,3.792,3.762,37,34,24.35,73.18999
5229883,24/2/2015 22:03,54,340.5,-22.5,3.791,3.763,37,34,24.36,73.24
8441796,3/3/2015 21:25,54,340.7,-22.5,3.792,3.764,37,34,24.38,73.29
1667840,4/3/2015 17:29,54,340.7,-22.5,3.793,3.764,37,34,24.4,73.36
9241199,6/3/2015 21:27,54,340.7,-22.5,3.793,3.764,37,34,24.42,73.41
1176746,9/3/2015 16:50,54,340.7,-22.5,3.794,3.765,37,34,24.43,73.46
5598631,10/3/2015 15:38,54,340.8,-22.5,3.794,3.766,37,34,24.45,73.51
3789801,11/3/2015 21:09,54,340.8,-22.5,3.793,3.766,37,34,24.48,73.57
9604154,13/3/2015 21:12,54,340.8,-22.5,3.794,3.766,37,34,24.49,73.62
8055607,16/3/2015 20:37,54,340.8,-22.5,3.795,3.767,37,34,24.5,73.67
6401143,17/3/2015 20:33,54,340.8,-22.5,3.795,3.767,37,34,24.53,73.72
4994078,18/3/2015 20:39,54,340.8,-22.5,3.795,3.767,37,34,24.54,73.77
9893223,19/3/2015 20:32,54.4,341,-22.5,3.795,3.767,37,34,24.55,73.83
7373911,20/3/2015 16:08,54.4,341,-22.5,3.795,3.767,37,34,24.58,73.89
4192050,23/3/2015 20:06,54.4,341,-22.5,3.797,3.768,37,34,24.6,73.93999
2738120,24/3/2015 18:57,54.4,341,-22.5,3.797,3.769,37,34,24.61,73.99
6453245,25/3/2015 15:58,54.4,341.1,-22.5,3.797,3.768,37,34,24.63,74.06
3527730,26/3/2015 15:13,54.4,341.1,-22.5,3.796,3.769,37,34,24.65,74.11
2259811,27/3/2015 16:50,54.4,341,-22.5,3.798,3.769,37,34,24.67,74.16
6101489,30/3/2015 20:58,54.4,341.1,-22.5,3.798,3.77,37,34,24.68,74.21
4707040,31/3/2015 17:02,54.4,341.1,-22.5,3.798,3.77,37,34,24.7,74.26
4618400,1/4/2015 19:37,54.4,341.1,-22.5,3.798,3.771,37,34,24.71,74.31
9468478,2/4/2015 19:22,54.8,341.1,-22.5,3.799,3.77,37,34,24.73,74.36
7041650,6/4/2015 20:50,54.8,341.1,-22.5,3.799,3.771,37,34,24.75,74.41
1937148,8/4/2015 20:28,54.8,341.3,-22.5,3.799,3.771,37,34,24.77,74.47
3773618,10/4/2015 20:56,54.8,341.1,-22.5,3.799,3.772,37,34,24.78,74.52
1525152,13/4/2015 17:06,54.8,341.3,-22.5,3.8,3.772,37,34,24.81,74.57
8342268,14/4/2015 21:28,54.8,341.3,-22.5,3.801,3.773,37,34,24.83,74.64
1702308,15/4/2015 20:34,54.8,341.3,-22.5,3.801,3.773,37,34,24.84,74.68999
8119987,16/4/2015 16:48,54.8,341.3,-22.5,3.801,3.774,37,34,24.86,74.74
3338989,17/4/2015 17:32,54.8,341.4,-22.5,3.801,3.774,37,34,24.88,74.79
5018261,20/4/2015 17:22,54.8,341.4,-22.5,3.802,3.774,37,34,24.89,74.84
8707001,21/4/2015 21:10,55.2,341.4,-22.5,3.802,3.774,37,34,24.91,74.89
9015332,22/4/2015 21:10,55.2,341.4,-22.5,3.802,3.775,37,34,24.93,74.93999
3828686,23/4/2015 17:29,55.2,341.6,-22.5,3.802,3.775,37,34,24.94,74.99
3486658,24/4/2015 16:56,55.2,341.4,-22.5,3.804,3.775,37,34,24.96,75.05
1560394,27/4/2015 16:15,55.2,341.6,-22.5,3.803,3.775,37,34,24.98,75.1
9260427,29/4/2015 17:10,55.2,341.6,-22.5,3.804,3.776,37,34,25,75.15
3388567,30/4/2015 16:38,55.2,341.6,-22.5,3.804,3.776,37,34,25.01,75.21
7147543,1/5/2015 18:54,55.2,341.6,-22.5,3.804,3.777,37,34,25.04,75.27
6547779,4/5/2015 21:21,55.2,341.8,-22.5,3.805,3.776,37,34,25.05,75.32
4732543,5/5/2015 16:09,55.2,341.8,-22.5,3.805,3.778,37,34,25.07,75.37
2476938,6/5/2015 20:04,55.2,341.8,-22.5,3.805,3.777,37,34,25.09,75.42
3049748,8/5/2015 20:36,55.6,341.8,-22.5,3.805,3.779,37,34,25.1,75.47
8882531,11/5/2015 19:57,55.6,341.8,-22.5,3.806,3.779,37,34,25.12,75.52
7169642,12/5/2015 16:00,55.6,341.8,-22.5,3.806,3.778,37,34,25.14,75.57
1882785,13/5/2015 21:00,55.6,341.8,-22.5,3.806,3.779,37,34,25.15,75.62
1522034,14/5/2015 17:22,55.6,341.9,-22.5,3.807,3.78,37,34,25.17,75.68999
5592430,15/5/2015 21:02,55.6,341.9,-22.5,3.807,3.781,37,34,25.19,75.74
9647623,19/5/2015 21:36,55.6,342.1,-22.5,3.807,3.781,37,34,25.21,75.79
4722553,20/5/2015 17:23,55.6,342.1,-22.5,3.807,3.781,37,34,25.22,75.84
5335618,21/5/2015 21:14,55.6,342.1,-22.5,3.808,3.781,37,34,25.24,75.89
1931708,26/5/2015 22:26,55.6,342.1,-22.5,3.808,3.781,37,34,25.27,75.95
8093393,29/5/2015 21:10,56,342.1,-22.5,3.809,3.781,37,34,25.28,76
1771257,1/6/2015 17:16,56,342.1,-22.5,3.808,3.781,37,34,25.29,76.04
8835732,2/6/2015 14:51,56,342.1,-22.5,3.809,3.782,37,34,25.32,76.1
8722416,3/6/2015 17:07,56,342.2,-22.5,3.809,3.783,37,34,25.33,76.15
9823595,5/6/2015 16:14,56,342.2,-22.5,3.81,3.783,37,34,25.35,76.2
9500005,8/6/2015 22:09,56,342.2,-22.5,3.81,3.783,37,34,25.36,76.25
9546064,15/6/2015 16:49,56,342.2,-22.5,3.81,3.783,37,34,25.39,76.32
3652743,17/6/2015 21:28,56,342.2,-22.5,3.81,3.784,37,34,25.4,76.37
7674161,19/6/2015 20:06,56,342.2,-22.5,3.811,3.784,37,34,25.42,76.42
4807955,22/6/2015 17:36,56,342.4,-22.5,3.811,3.784,37,34,25.43,76.47
5801353,23/6/2015 16:51,56.4,342.4,-22.5,3.812,3.785,37,34,25.45,76.52
3608695,24/6/2015 21:02,56.4,342.4,-22.5,3.812,3.785,37,34,25.47,76.57
2422173,25/6/2015 21:06,56.4,342.4,-22.5,3.812,3.785,37,34,25.48,76.62
8563849,26/6/2015 20:42,56.4,342.4,-22.5,3.812,3.786,37,34,25.5,76.67
8906924,29/6/2015 16:09,56.4,342.5,-22.5,3.813,3.786,37,34,25.52,76.72
9837972,30/6/2015 21:39,56.4,342.5,-22.5,3.813,3.787,37,34,25.53,76.75999
4260658,1/7/2015 16:49,56.4,342.5,-22.5,3.814,3.787,37,34,25.55,76.82
2902581,7/7/2015 15:56,56.4,342.5,-22.5,3.814,3.787,37,34,25.58,76.89
8196613,8/7/2015 16:28,56.4,342.7,-22.5,3.815,3.788,37,34,25.59,76.93999
4900387,10/7/2015 21:45,56.4,342.7,-22.5,3.814,3.787,37,34,25.6,76.99
7890093,13/7/2015 21:39,56.4,342.7,-22.5,3.816,3.788,37,34,25.63,77.03
7498622,14/7/2015 21:28,56.8,342.7,-22.5,3.815,3.788,37,35,25.64,77.08
7737051,15/7/2015 21:33,56.8,342.7,-22.5,3.816,3.788,37,34,25.66,77.15
7906023,16/7/2015 21:25,56.8,342.7,-22.5,3.816,3.789,37,35,25.68,77.2
7167026,17/7/2015 19:20,56.8,342.8,-22.5,3.816,3.789,37,35,25.7,77.25
6606545,24/7/2015 17:08,56.8,342.7,-22.5,3.816,3.789,37,34,25.7,77.28
3827046,27/7/2015 21:39,56.8,342.8,-22.5,3.817,3.79,37,35,25.73,77.35
2681193,29/7/2015 17:15,56.8,342.8,-22.5,3.817,3.79,37,35,25.75,77.4
7664535,30/7/2015 20:21,56.8,343,-22.5,3.818,3.79,37,35,25.76,77.45
9564438,3/8/2015 17:46,56.8,342.8,-22.5,3.818,3.791,37,35,25.78,77.5
6416495,4/8/2015 16:45,56.8,343,-22.5,3.819,3.791,37,35,25.79,77.55
8480427,5/8/2015 17:24,57.2,343,-22.5,3.819,3.791,37,35,25.81,77.6
6260147,6/8/2015 20:40,57.2,343,-22.5,3.819,3.792,37,34,25.83,77.65
9538898,7/8/2015 18:16,57.2,343,-22.5,3.819,3.792,37,35,25.85,77.71
2721339,10/8/2015 15:40,57.2,343,-22.5,3.82,3.792,37,35,25.86,77.75999
3387884,11/8/2015 17:06,57.2,343,-22.5,3.82,3.792,37,35,25.88,77.81
2372033,12/8/2015 21:14,57.2,343.2,-22.5,3.82,3.793,37,35,25.9,77.86
3004619,13/8/2015 21:21,57.2,343.2,-22.5,3.82,3.793,37,35,25.91,77.91
7999768,14/8/2015 21:43,57.2,343.2,-22.5,3.821,3.794,37,35,25.93,77.97
6823776,17/8/2015 21:54,57.2,343.2,-22.5,3.822,3.794,37,35,25.95,78.02
3040466,18/8/2015 21:43,57.2,343.3,-22.5,3.822,3.794,37,35,25.96,78.07
8286505,19/8/2015 21:27,57.2,343.3,-22.5,3.822,3.794,37,35,25.99,78.12
1475991,20/8/2015 20:34,57.6,343.3,-22.5,3.822,3.794,37,35,26,78.17
9671426,24/8/2015 16:58,57.6,343.3,-22.5,3.823,3.795,37,35,26.01,78.22
1854047,25/8/2015 22:16,57.6,343.3,-22.5,3.823,3.796,37,35,26.04,78.28
5002136,26/8/2015 19:42,57.6,343.5,-22.5,3.823,3.796,37,35,26.06,78.33
5871364,27/8/2015 20:21,57.6,343.5,-22.5,3.823,3.797,37,35,26.07,78.38
3850578,2/9/2015 16:58,57.6,343.5,-22.5,3.823,3.797,37,35,26.09,78.43
4830155,3/9/2015 14:04,57.6,343.5,-22.5,3.824,3.798,37,35,26.11,78.48
1977323,3/9/2015 20:00,57.6,343.5,-22.5,3.824,3.797,37,35,26.12,78.53
7417804,4/9/2015 19:23,57.6,343.5,-22.5,3.825,3.797,37,35,26.14,78.58
8814597,8/9/2015 21:01,57.6,343.6,-22.5,3.825,3.798,37,35,26.15,78.63
4369384,14/9/2015 17:14,57.6,343.6,-22.5,3.826,3.798,37,35,26.17,78.68
8343957,17/9/2015 21:45,58,343.6,-22.5,3.826,3.799,37,35,26.19,78.73
8360802,18/9/2015 21:14,58,343.6,-22.5,3.826,3.799,37,35,26.2,78.78
8817335,21/9/2015 21:18,58,343.8,-22.5,3.827,3.799,37,35,26.22,78.83
7044425,22/9/2015 22:28,58,343.6,-22.5,3.827,3.8,37,35,26.24,78.88
5320147,23/9/2015 16:50,58,343.8,-22.5,3.827,3.8,37,35,26.25,78.93
2586169,24/9/2015 16:37,58,343.8,-22.5,3.828,3.8,37,35,26.27,78.98
9636248,25/9/2015 20:42,58,343.9,-22.5,3.828,3.8,37,35,26.29,79.04
4309323,28/9/2015 19:52,58,343.9,-22.5,3.828,3.8,37,35,26.31,79.09
2545770,30/9/2015 21:08,58,343.9,-22.5,3.829,3.802,37,35,26.32,79.13
8187948,1/10/2015 20:40,58,343.9,-22.5,3.83,3.801,37,35,26.34,79.18999
2881139,12/2/2015 18:00,58.4,343.9,-22.5,3.83,3.802,37,35,26.36,79.24
1127982,26/2/2015 22:39,58.4,343.9,-22.5,3.83,3.802,37,35,26.37,79.29
8636708,3/3/2015 17:51,58.4,343.9,-22.5,3.83,3.802,37,35,26.39,79.35
4531024,5/3/2015 19:16,58.4,343.9,-22.5,3.831,3.803,37,35,26.41,79.4
9045803,10/3/2015 21:38,58.4,344.1,-22.5,3.83,3.803,37,35,26.42,79.45
8027734,12/3/2015 18:46,58.4,344.1,-22.5,3.831,3.803,37,35,26.45,79.5
2135455,16/3/2015 21:39,58.4,344.1,-22.5,3.831,3.803,37,35,26.46,79.55
2741644,17/3/2015 19:20,58.4,344.3,-22.5,3.832,3.804,37,35,26.47,79.6
7756218,19/3/2015 19:48,58.4,344.3,-22.5,3.832,3.804,37,35,26.49,79.65
5405093,24/3/2015 15:05,58.4,344.3,-22.5,3.832,3.805,37,35,26.51,79.68999
6720566,26/3/2015 17:41,58.4,344.3,-22.5,3.833,3.805,37,35,26.53,79.75999
7652184,30/3/2015 15:26,58.8,344.3,-22.5,3.833,3.805,37,35,26.55,79.81
8017375,31/3/2015 14:52,58.8,344.3,-22.5,3.834,3.806,37,35,26.56,79.86
2451756,2/4/2015 14:48,58.8,344.4,-22.5,3.834,3.806,37,35,26.58,79.91
4009354,6/4/2015 20:15,58.8,344.4,-22.5,3.834,3.807,37,35,26.6,79.96
1244138,8/4/2015 15:15,58.8,344.4,-22.5,3.834,3.806,37,35,26.61,80.00999
7552641,8/4/2015 20:52,58.8,344.4,-22.5,3.835,3.808,37,35,26.63,80.06
8486519,9/4/2015 20:50,58.8,344.4,-22.5,3.835,3.808,37,35,26.65,80.11
4261741,13/4/2015 21:24,58.8,344.6,-22.5,3.835,3.808,37,35,26.66,80.16
4865891,16/4/2015 20:53,58.8,344.6,-22.5,3.837,3.808,37,35,26.68,80.21
5236625,20/4/2015 20:28,58.8,344.6,-22.5,3.836,3.809,37,35,26.7,80.25999
7008534,21/4/2015 21:24,58.8,344.6,-22.5,3.837,3.809,37,35,26.72,80.32
3195409,23/4/2015 17:02,59.2,344.6,-22.5,3.837,3.809,37,35,26.73,80.36
9039394,28/4/2015 14:25,59.2,344.7,-22.5,3.837,3.809,37,35,26.75,80.41
1061971,30/4/2015 19:32,59.2,344.7,-22.5,3.838,3.809,37,35,26.76,80.46
8374888,4/5/2015 19:42,59.2,344.7,-22.5,3.838,3.811,37,35,26.78,80.50999
2899724,7/5/2015 20:41,59.2,344.9,-22.5,3.838,3.81,37,35,26.8,80.57
8237414,11/5/2015 21:03,59.2,344.7,-22.5,3.838,3.811,37,35,26.82,80.62
6104577,12/5/2015 21:05,59.2,344.9,-22.5,3.839,3.812,37,35,26.83,80.67
4652369,14/5/2015 20:18,59.2,344.9,-22.5,3.839,3.812,37,35,26.85,80.73
4171512,18/5/2015 20:52,59.2,344.9,-22.5,3.839,3.812,37,35,26.87,80.78
7594385,19/5/2015 20:19,59.2,344.9,-22.5,3.84,3.812,37,35,26.88,80.83
2084052,26/5/2015 20:12,59.6,345,-22.5,3.84,3.812,37,35,26.9,80.88
5785900,28/5/2015 16:37,59.6,345,-22.5,3.841,3.813,37,35,26.92,80.93
1248028,4/6/2015 15:18,59.6,345,-22.5,3.842,3.813,37,35,26.93,80.98
5776993,8/6/2015 20:49,59.6,345,-22.5,3.841,3.814,37,35,26.95,81.02
1662146,9/6/2015 16:20,59.6,345.2,-22.5,3.841,3.813,37,35,26.97,81.07
2289759,10/6/2015 17:51,59.6,345.2,-22.5,3.842,3.815,37,35,26.98,81.12
3599020,15/6/2015 21:00,59.6,345.2,-22.5,3.842,3.815,37,35,27,81.17
6557477,16/6/2015 16:37,59.6,345.2,-22.5,3.843,3.815,37,35,27.02,81.22
9170913,18/6/2015 15:26,59.6,345.2,-22.5,3.843,3.816,37,35,27.03,81.27
8906365,22/6/2015 20:58,59.6,345.2,-22.5,3.843,3.816,37,35,27.05,81.32
7738282,23/6/2015 15:36,59.6,345.3,-22.5,3.845,3.816,37,35,27.06,81.37
8196621,13/7/2015 21:20,60,345.3,-22.5,3.845,3.817,37,35,27.08,81.42
8934200,14/7/2015 15:41,60,345.3,-22.5,3.845,3.817,37,35,27.11,81.49
2594233,16/7/2015 20:43,60,345.3,-22.5,3.845,3.817,37,35,27.12,81.54
3659295,20/7/2015 20:37,60,345.3,-22.5,3.845,3.817,37,35,27.14,81.57
9719233,21/7/2015 21:35,60,345.5,-22.5,3.845,3.818,37,35,27.16,81.64
